,Mkt-RF,SMB,HML,RF,PG_PRC,PG_DIV,AAPL_PRC,AAPL_DIV,PG_RET,AAPL_RET
200105,    0.72,    2.58,    3.17,    0.32,19.1317,0.0,0.3078,0.0,0.06977225325572145,-0.21739130434782605
200106,   -1.94,    6.03,   -1.03,    0.28,19.0007,0.0,0.3587,0.0,-0.006847274418896432,0.16536712150747235
200107,   -2.13,   -4.35,    5.57,    0.30,21.2671,0.38,0.2899,0.0,0.13927907919181926,-0.19180373571229448
200108,   -6.46,    2.50,    2.50,    0.31,22.2044,0.0,0.2862,0.0,0.04407276967710683,-0.012763021731631574
200109,   -9.25,   -6.12,    1.60,    0.28,21.7971,0.0,0.2393,0.0,-0.018343211255426817,-0.1638714185883997
200110,    2.46,    7.63,   -8.10,    0.22,22.2139,0.38,0.2709,0.0,0.03655532157947605,0.1320518178019221
200111,    7.54,   -0.41,    2.01,    0.17,23.3218,0.0,0.3286,0.0,0.0498741778796159,0.2129937246216318
200112,    1.61,    4.57,    1.10,    0.15,23.8247,0.0,0.3379,0.0,0.02156351568060777,0.028301886792452713
200201,   -1.44,    1.19,    3.33,    0.14,24.71,0.38,0.3814,0.0,0.053108748483716495,0.12873631251849682
200202,   -2.29,   -1.10,    2.50,    0.13,25.6508,0.0,0.3348,0.0,0.0380736543909348,-0.12218143681174631
200203,    4.24,    4.23,    1.10,    0.13,27.2542,0.0,0.3652,0.0,0.06250877165624469,0.09080047789725221
200204,   -5.20,    5.94,    3.93,    0.15,27.4208,0.38,0.3745,0.0,0.020055624454212495,0.025465498357064575
200205,   -1.38,   -3.21,    1.68,    0.14,27.2051,0.0,0.3595,0.0,-0.007866291282530025,-0.040053404539385884
200206,   -7.21,    4.27,    0.12,    0.13,27.1291,0.0,0.2734,0.0,-0.002793593848212317,-0.23949930458970792
200207,   -8.18,   -5.30,   -3.44,    0.15,27.1734,0.41,0.2354,0.0,0.01674585592592459,-0.13899049012435982
200208,    0.50,   -2.44,    2.53,    0.14,27.0696,0.0,0.2276,0.0,-0.003819912119940816,-0.03313508920985553
200209,  -10.35,    2.57,    1.32,    0.14,27.2925,0.0,0.2237,0.0,0.008234329284511066,-0.017135325131810153
200210,    7.84,   -2.90,   -5.45,    0.14,27.1308,0.41,0.2479,0.0,0.009097737473664935,0.10818059901654009
200211,    5.96,    2.84,   -1.12,    0.12,25.9284,0.0,0.2392,0.0,-0.04431863417223236,-0.03509479628882617
200212,   -5.76,    0.01,    2.23,    0.11,26.3609,0.0,0.2211,0.0,0.01668055105598487,-0.07566889632107021
200301,   -2.57,    1.38,   -0.94,    0.10,26.3739,0.41,0.2216,0.0,0.016046493101525394,0.002261420171868034
200302,   -1.88,   -0.34,   -1.45,    0.09,25.2304,0.0,0.2316,0.0,-0.04335725850177641,0.045126353790613694
200303,    1.09,    0.89,   -2.07,    0.10,27.4464,0.0,0.2182,0.0,0.08783055361785785,-0.05785837651122627
200304,    8.22,    0.56,    1.03,    0.10,27.8193,0.41,0.2194,0.0,0.02852468811938902,0.005499541704858002
200305,    6.05,    4.69,   -0.29,    0.09,28.4293,0.0,0.277,0.0,0.02192722318678042,0.2625341841385598
200306,    1.42,    1.67,    0.69,    0.10,27.6119,0.0,0.2941,0.0,-0.028752026958103194,0.061732851985559334
200307,    2.35,    5.24,   -1.14,    0.07,27.346,0.455,0.3252,0.0,0.006848496481589361,0.10574634478068701
200308,    2.34,    2.60,    2.03,    0.07,27.1655,0.0,0.3489,0.0,-0.006600599722079936,0.07287822878228778
200309,   -1.24,    0.80,    0.01,    0.08,28.8865,0.0,0.3197,0.0,0.0633524139073458,-0.08369160217827454
200310,    6.08,    2.68,    1.77,    0.07,30.7349,0.455,0.3532,0.0,0.07973967078046829,0.10478573662808888
200311,    1.35,    2.02,    1.85,    0.07,30.0939,0.0,0.3226,0.0,-0.020855769825182335,-0.08663646659116653
200312,    4.29,   -3.00,    2.41,    0.08,31.2321,0.0,0.3297,0.0,0.037821618334612506,0.02200867947923113
200401,    2.15,    2.80,    1.97,    0.07,31.7524,0.455,0.3481,0.0,0.03122748710461365,0.05580831058538083
200402,    1.40,   -1.43,    0.50,    0.06,32.2016,0.0,0.3691,0.0,0.01414696211939881,0.060327492099971236
200403,   -1.32,    1.75,    0.22,    0.09,32.9461,0.0,0.4172,0.0,0.023119969194077328,0.13031698726632368
200404,   -1.83,   -2.06,   -2.62,    0.08,33.3798,0.5,0.3978,0.0,0.02834022843371442,-0.04650047938638546
200405,    1.17,   -0.21,   -0.39,    0.06,34.0332,0.0,0.4329,0.0,0.019574712850286557,0.08823529411764719
200406,    1.86,    2.26,    1.39,    0.08,34.3678,0.0,0.5021,0.0,0.009831576225568073,0.15985215985215984
200407,   -4.06,   -3.81,    4.11,    0.10,33.0767,0.25,0.499,0.0,-0.03029289043814265,-0.006174068910575592
200408,    0.08,   -1.62,    1.03,    0.11,35.4996,0.0,0.5322,0.0,0.07325095913437552,0.0665330661322645
200409,    1.60,    3.03,   -0.25,    0.11,34.3262,0.0,0.5979,0.0,-0.033053893564997994,0.12344983089064265
200410,    1.43,    0.31,   -0.63,    0.11,32.613,0.25,0.8085,0.0,-0.04262633207287725,0.352232814851982
200411,    4.54,    3.90,    1.79,    0.15,34.0786,0.0,1.0345,0.0,0.044939134700886285,0.2795299938157081
200412,    3.43,    0.11,   -0.08,    0.16,35.0982,0.0,0.9936,0.0,0.029919069445341062,-0.039536007733204426
200501,   -2.76,   -1.51,    1.96,    0.16,34.0689,0.25,1.1865,0.0,-0.02220341783909141,0.19414251207729483
200502,    1.89,   -0.50,    1.65,    0.16,33.9793,0.0,1.3843,0.0,-0.0026299645717940967,0.16670880741677196
200503,   -1.97,   -1.37,    1.61,    0.21,33.9217,0.0,1.2859,0.0,-0.0016951496940784683,-0.07108285776204581
200504,   -2.61,   -3.98,   -0.35,    0.21,34.8395,0.28,1.1128,0.0,0.03531073029948373,-0.13461388910490713
200505,    3.65,    2.88,   -0.81,    0.24,35.4829,0.0,1.2269,0.0,0.01846754402330686,0.1025341480948958
200506,    0.57,    2.62,    2.63,    0.23,33.9388,0.0,1.1359,0.0,-0.04351673623069141,-0.07417067405656552
200507,    3.92,    2.93,   -0.52,    0.24,35.9739,0.28,1.3161,0.0,0.06821396160147097,0.15864072541596985
200508,   -1.22,   -0.92,    1.27,    0.30,35.8769,0.0,1.4469,0.0,-0.0026963993339615966,0.09938454524732165
200509,    0.49,   -0.58,    0.77,    0.29,38.4506,0.0,1.6543,0.0,0.07173696724075951,0.14334093579376606
200510,   -2.02,   -1.21,    0.22,    0.27,36.3888,0.28,1.7771,0.0,-0.04633997909005316,0.07423079248020303
200511,    3.61,    0.90,   -1.19,    0.31,37.1687,0.0,2.0928,0.0,0.021432418766213823,0.17764897867311924
200512,   -0.25,   -0.46,    0.44,    0.32,37.6171,0.0,2.2184,0.0,0.012063913992149233,0.06001529051987764
200601,    3.04,    5.42,    1.13,    0.35,38.6786,0.28,2.3301,0.0,0.035661972879355464,0.05035160476018752
200602,   -0.30,   -0.37,   -0.25,    0.34,39.1357,0.0,2.1135,0.0,0.011817904474308749,-0.09295738380327012
200603,    1.46,    3.54,    0.60,    0.37,37.6338,0.0,1.9354,0.0,-0.03837672508732437,-0.08426780222379948
200604,    0.73,   -1.34,    2.61,    0.36,38.2227,0.31,2.1721,0.0,0.023885443404599194,0.12230029967965272
200605,   -3.57,   -3.05,    2.54,    0.43,35.6224,0.0,1.8444,0.0,-0.06803025427298448,-0.15086782376501995
200606,   -0.35,   -0.35,    0.87,    0.40,36.5089,0.0,1.7673,0.0,0.024886026769672887,-0.04180221210149637
200607,   -0.78,   -4.07,    2.94,    0.40,37.1048,0.31,2.0971,0.0,0.024813127757889353,0.1866123465172862
200608,    2.03,    0.91,   -1.71,    0.42,40.8681,0.0,2.0937,0.0,0.10142353549945016,-0.0016212865385533126
200609,    1.84,   -1.37,    0.04,    0.41,40.9209,0.0,2.3755,0.0,0.0012919612118009738,0.1345942589673783
200610,    3.23,    1.73,   -0.03,    0.41,42.0592,0.31,2.502,0.0,0.035392672204179076,0.05325194695853486
200611,    1.71,    0.86,    0.07,    0.42,41.6611,0.0,2.8285,0.0,-0.009465229961577948,0.13049560351718625
200612,    0.87,   -1.10,    3.16,    0.40,42.643,0.0,2.618,0.0,0.023568748784837723,-0.07442107123917274
200701,    1.40,    0.10,   -0.11,    0.44,43.2453,0.31,2.6455,0.0,0.02139389817789561,0.010504201680672454
200702,   -1.96,    1.32,   -0.09,    0.38,42.3253,0.0,2.6109,0.0,-0.021273988155938395,-0.0130788130788132
200703,    0.68,   -0.05,   -0.22,    0.43,42.1053,0.0,2.867,0.0,-0.00519783675484875,0.09808878164617574
200704,    3.49,   -2.06,   -1.15,    0.44,43.1685,0.35,3.0797,0.0,0.03356347063196319,0.07418904778514124
200705,    3.24,    0.02,   -0.04,    0.41,42.5987,0.0,3.7398,0.0,-0.013199439406048397,0.2143390589992531
200706,   -1.96,    0.77,   -1.12,    0.40,41.0168,0.0,3.766,0.0,-0.03713493604264917,0.007005722231135492
200707,   -3.73,   -2.51,   -3.33,    0.40,41.6977,0.35,4.0659,0.0,0.025133603791617,0.07963356346255979
200708,    0.92,   -0.13,   -2.24,    0.42,44.0233,0.0,4.2733,0.0,0.05577286037359386,0.051009616567057714
200709,    3.22,   -2.29,   -1.86,    0.32,47.4138,0.0,4.7358,0.0,0.07701603469072071,0.1082301734022888
200710,    1.80,    0.22,   -2.59,    0.32,47.0934,0.35,5.8615,0.0,0.0006242908182849671,0.23770007179357244
200711,   -4.83,   -2.62,   -1.18,    0.34,50.1282,0.0,5.623,0.0,0.0644421511294575,-0.0406892433677386
200712,   -0.87,    0.20,   -0.51,    0.27,49.7353,0.0,6.1124,0.0,-0.007837903615130704,0.08703539036101726
200801,   -6.36,   -0.90,    3.65,    0.21,44.5414,0.35,4.177,0.0,-0.09739360172754563,-0.31663503697402007
200802,   -3.09,   -0.24,   -0.94,    0.13,45.0588,0.0,3.8579,0.0,0.01161615934838145,-0.07639454153698821
200803,   -0.93,    0.95,   -0.14,    0.17,47.7073,0.0,4.4282,0.0,0.0587787513204967,0.14782653775370025
200804,    4.60,   -1.64,   -0.95,    0.18,45.9148,0.4,5.3678,0.0,-0.029188405128774852,0.21218553814190866
200805,    1.86,    3.22,   -1.38,    0.18,45.23,0.0,5.8245,0.0,-0.0149145809194422,0.0850814113789633
200806,   -8.44,    1.28,   -2.41,    0.17,41.6417,0.0,5.1669,0.0,-0.07933451249170898,-0.11290239505536948
200807,   -0.77,    2.41,    5.93,    0.15,45.1204,0.4,4.9049,0.0,0.09314461225166104,-0.05070738740831071
200808,    1.53,    3.61,    1.55,    0.13,48.0765,0.0,5.2314,0.0,0.06551581989521393,0.06656608697425037
200809,   -9.24,   -1.17,    6.32,    0.15,48.0214,0.0,3.5074,0.0,-0.0011460900855928546,-0.3295484956225867
200810,  -17.23,   -2.33,   -2.88,    0.08,44.7754,0.4,3.32,0.0,-0.05926524424527402,-0.05342989108741525
200811,   -7.86,   -2.96,   -6.03,    0.03,44.6436,0.0,2.8596,0.0,-0.0029435806268620635,-0.13867469879518068
200812,    1.74,    3.63,   -0.28,    0.00,42.8884,0.0,2.6338,0.0,-0.039315825784658975,-0.07896209260036369
200901,   -8.12,    0.13,  -11.23,    0.00,38.0727,0.4,2.7813,0.0,-0.10295790936477,0.05600273369276332
200902,  -10.10,    0.22,   -7.30,    0.01,33.6507,0.0,2.756,0.0,-0.11614621500445199,-0.009096465681515897
200903,    8.95,   -0.12,    3.64,    0.02,32.8962,0.0,3.2438,0.0,-0.022421524663677084,0.17699564586357042
200904,   10.19,    4.76,    5.53,    0.01,34.8443,0.44,3.8829,0.0,0.07259501097391174,0.19702201122140695
200905,    5.21,   -2.34,   -0.21,    0.00,36.6063,0.0,4.1909,0.0,0.050567811665035656,0.07932215612042559
200906,    0.43,    2.59,   -2.66,    0.01,36.0142,0.0,4.3952,0.0,-0.016174811439560788,0.0487484788470256
200907,    7.72,    2.09,    5.31,    0.01,39.436,0.44,5.0419,0.0,0.10722992597364356,0.14713778667637434
200908,    3.33,   -0.90,    7.76,    0.01,38.4414,0.0,5.1907,0.0,-0.02522061060959524,0.02951268371050597
200909,    4.08,    2.45,    0.91,    0.01,41.1482,0.0,5.7196,0.0,0.07041366859687725,0.10189377155296975
200910,   -2.59,   -4.22,   -4.17,    0.00,41.5204,0.44,5.8168,0.0,0.01973840897050172,0.01699419539827951
200911,    5.56,   -2.50,   -0.19,    0.00,44.6344,0.0,6.1689,0.0,0.07499927746360813,0.06053156374638968
200912,    2.75,    6.10,   -0.01,    0.01,43.4031,0.0,6.5028,0.0,-0.027586345957378078,0.05412634343237843
201001,   -3.36,    0.38,    0.31,    0.00,44.3824,0.44,5.9267,0.0,0.03270042923201322,-0.0885926062619179
201002,    3.40,    1.21,    3.13,    0.00,45.6299,0.0,6.3142,0.0,0.028107988752298363,0.06538208446521665
201003,    6.31,    1.43,    2.13,    0.01,45.6227,0.0,7.2517,0.0,-0.00015779127282766758,0.148474866174654
201004,    2.00,    4.97,    2.82,    0.01,45.1641,0.4818,8.0568,0.0,0.0005085187856044282,0.1110222430602481
201005,   -7.89,    0.05,   -2.39,    0.01,44.3867,0.0,7.9269,0.0,-0.017212786261654678,-0.01612302651176656
201006,   -5.56,   -1.97,   -4.48,    0.01,43.5802,0.0,7.7618,0.0,-0.01816985718695019,-0.02082781415181212
201007,    6.93,    0.17,   -0.26,    0.01,44.7879,0.4818,7.9383,0.0,0.03876760547220992,0.022739570718132374
201008,   -4.77,   -3.00,   -1.96,    0.01,43.6968,0.0,7.5017,0.0,-0.024361490491851545,-0.054999181184888446
201009,    9.54,    3.92,   -3.13,    0.01,43.9165,0.0,8.7561,0.0,0.005027828124713807,0.1672154311689351
201010,    3.88,    1.13,   -2.61,    0.01,46.9067,0.4818,9.2877,0.0,0.07905912356403633,0.060711960804467724
201011,    0.60,    3.71,   -0.90,    0.01,45.062,0.0,9.6016,0.0,-0.039327004457785364,0.033797387943193646
201012,    6.82,    0.68,    3.81,    0.01,47.4675,0.0,9.9537,0.0,0.05338200701256057,0.036670971504749295
201101,    1.99,   -2.47,    0.81,    0.01,46.9255,0.4818,10.4708,0.0,-0.0012682361615843352,0.05195053095833724
201102,    3.49,    1.53,    1.09,    0.01,46.866,0.0,10.8995,0.0,-0.0012679673098847655,0.04094243037781253
201103,    0.45,    2.60,   -1.58,    0.01,45.7882,0.0,10.7544,0.0,-0.02299748218324582,-0.013312537272351932
201104,    2.90,   -0.34,   -2.52,    0.00,48.6367,0.525,10.8044,0.0,0.07367618731463543,0.004649259837833819
201105,   -1.27,   -0.70,   -2.07,    0.00,50.2105,0.0,10.7335,0.0,0.0323582808866556,-0.006562141349820472
201106,   -1.75,   -0.16,   -0.31,    0.00,47.64,0.0,10.3582,0.0,-0.051194471275928355,-0.03496529556994454
201107,   -2.36,   -1.35,   -1.21,    0.00,46.4581,0.525,12.0496,0.0,-0.013788832913518068,0.16329091927168804
201108,   -5.99,   -3.05,   -2.45,    0.01,48.1127,0.0,11.8752,0.0,0.035614887393156325,-0.014473509494091097
201109,   -7.59,   -3.52,   -1.39,    0.00,47.735,0.0,11.7669,0.0,-0.00785031810727721,-0.009119846402586895
201110,   11.35,    3.42,   -0.18,    0.00,48.7389,0.525,12.4908,0.0,0.03202890960511162,0.06152002651505506
201111,   -0.28,   -0.17,   -0.34,    0.00,49.1807,0.0,11.7941,0.0,0.009064628048642831,-0.05577705191020588
201112,    0.74,   -0.70,    1.78,    0.00,50.8107,0.0,12.4976,0.0,0.03314308255067533,0.05964846830194759
201201,    5.05,    2.15,   -1.14,    0.00,48.3971,0.525,14.0862,0.0,-0.03716933637993569,0.12711240558187176
201202,    4.42,   -1.74,    0.09,    0.00,51.9133,0.0,16.7388,0.0,0.07265311351299975,0.188311964901819
201203,    3.11,   -0.62,    0.91,    0.00,51.5985,0.0,18.5011,0.0,-0.006063956635390166,0.10528233804095866
201204,   -0.85,   -0.52,   -0.49,    0.00,49.2683,0.562,18.0206,0.0,-0.034268438035989446,-0.025971428725859447
201205,   -6.19,    0.00,   -0.58,    0.01,48.2231,0.0,17.8278,0.0,-0.02121445229488339,-0.010698866852380196
201206,    3.89,    0.76,    0.44,    0.00,47.418,0.0,18.0213,0.0,-0.016695318218861943,0.01085383502170778
201207,    0.79,   -2.61,   -0.26,    0.00,50.3982,0.562,18.847,0.0,0.07470159011345912,0.045818004250525846
201208,    2.55,    0.40,    1.28,    0.01,52.4676,0.0,20.6158,2.65,0.041060990273461995,0.2344564121610866
201209,    2.73,    0.49,    1.52,    0.01,54.1621,0.0,20.6736,0.0,0.032296121797070976,0.0028036748513275978
201210,   -1.76,   -1.15,    3.79,    0.01,54.5058,0.562,18.449,0.0,0.016722025179968902,-0.10760583546165148
201211,    0.78,    0.59,   -0.98,    0.01,54.9702,0.0,18.224,2.65,0.008520194181169671,0.1314434386687624
201212,    1.18,    1.48,    3.58,    0.01,53.443,0.0,16.5704,0.0,-0.027782325696468324,-0.09073748902546097
201301,    5.57,    0.38,    0.91,    0.00,59.6455,0.562,14.1827,0.0,0.1265741069924966,-0.14409428861101714
201302,    1.29,   -0.45,    0.01,    0.00,60.455,0.0,13.8218,2.65,0.013571853702291081,0.16140086161309175
201303,    4.03,    0.81,   -0.28,    0.00,61.1533,0.0,13.8612,0.0,0.011550740219998357,0.0028505693903833063
201304,    1.55,   -2.43,    0.59,    0.00,61.3984,0.6015,13.865,0.0,0.013843897222226786,0.00027414653853918836
201305,    2.80,    1.66,    2.56,    0.00,61.3904,0.0,14.1768,3.05,-0.0001302965549591084,0.24246664262531548
201306,   -1.20,    1.17,   -0.17,    0.00,61.5743,0.0,12.4996,0.0,0.002995582371185135,-0.1183059646746798
201307,    5.65,    1.85,    0.55,    0.00,64.7039,0.6015,14.2649,0.0,0.06059508593682761,0.14122851931261815
201308,   -2.71,    0.30,   -2.76,    0.00,62.762,0.0,15.4599,3.05,-0.030012101279830228,0.29758357927500345
201309,    3.77,    2.92,   -1.20,    0.00,60.9087,0.0,15.1278,0.0,-0.029529014371753592,-0.02148138086274809
201310,    4.18,   -1.49,    1.10,    0.00,65.5661,0.6015,16.5859,0.0,0.0863407033806336,0.09638546252594549
201311,    3.12,    1.25,    0.27,    0.00,68.3836,0.0,17.748,3.05,0.04297190163819398,0.25395667404240974
201312,    2.81,   -0.51,   -0.30,    0.00,66.102,0.0,17.906,0.0,-0.033364724875554974,0.008902411539328137
201401,   -3.32,    0.86,   -2.10,    0.00,62.685,0.6015,15.9776,0.0,-0.042593264954161714,-0.10769574444320329
201402,    4.65,    0.31,   -0.46,    0.00,64.3539,0.0,16.8959,3.05,0.02662359416128246,0.2483664630482676
201403,    0.43,   -1.88,    5.06,    0.00,65.9411,0.0,17.233,0.0,0.02466361790039162,0.01995158588770063
201404,   -0.19,   -4.26,    1.07,    0.00,68.0774,0.6436,18.9459,0.0,0.042157319183331765,0.0993965067022573
201405,    2.06,   -1.84,   -0.19,    0.00,66.6259,0.0,20.4373,3.29,-0.021321319556857232,0.2523712254366379
201406,    2.61,    3.07,   -0.76,    0.00,64.8116,0.0,21.0027,0.0,-0.027231151849355872,0.027665102533113384
201407,   -2.04,   -4.24,    0.01,    0.00,64.2713,0.6436,21.6061,0.0,0.0015938504835555367,0.028729639522537598
201408,    4.24,    0.35,   -0.58,    0.00,69.0842,0.0,23.2808,0.47,0.0748841240180298,0.09926363388117232
201409,   -1.97,   -3.83,   -1.23,    0.00,69.6079,0.0,22.8833,0.0,0.007580604537651192,-0.017074155527301516
201410,    2.52,    4.21,   -1.68,    0.00,73.0964,0.6436,24.53,0.0,0.05936251488695987,0.07196077488823738
201411,    2.55,   -2.08,   -2.99,    0.00,75.7432,0.0,27.1294,0.47,0.03620971757843061,0.12512841418671017
201412,   -0.06,    2.54,    2.06,    0.00,76.296,0.0,25.179,0.0,0.007298344933934775,-0.07189248564288198
201501,   -3.11,   -0.58,   -3.47,    0.00,71.1012,0.6436,26.7256,0.0,-0.05965188214323158,0.06142420270860649
201502,    6.13,    0.51,   -1.83,    0.00,71.8098,0.0,29.4181,0.47,0.009966076521915168,0.11833223575897267
201503,   -1.12,    3.03,   -0.46,    0.00,69.1189,0.0,28.4952,0.0,-0.0374726012327008,-0.03137184250512437
201504,    0.59,   -2.97,    1.85,    0.00,67.6184,0.6629,28.6601,0.0,-0.012118248409624721,0.0057869395547320845
201505,    1.36,    0.91,   -1.36,    0.00,66.6659,0.0,29.9587,0.52,-0.014086402517657914,0.06345407029284611
201506,   -1.53,    2.81,   -0.79,    0.00,66.5383,0.0,28.8423,0.0,-0.0019140220112529027,-0.0372646343132379
201507,    1.54,   -4.15,   -4.14,    0.00,65.7636,0.6629,27.8937,0.0,-0.001680235293057053,-0.032889193996317956
201508,   -6.04,    0.50,    2.66,    0.00,60.5934,0.0,26.047,0.52,-0.07861795887086465,-0.047562711293231086
201509,   -3.08,   -2.65,    0.53,    0.00,61.6823,0.0,25.3979,0.0,0.017970604059187822,-0.024920336315122693
201510,    7.75,   -1.97,   -0.06,    0.00,66.0791,0.6629,27.6039,0.0,0.08202839388284788,0.08685757483886469
201511,    0.56,    3.66,   -0.50,    0.00,64.7468,0.0,27.4442,0.52,-0.02016219954569609,0.013052503450599273
201512,   -2.17,   -2.83,   -2.60,    0.01,68.7005,0.0,24.4191,0.0,0.061064021696825455,-0.11022729757107141
201601,   -5.77,   -3.35,    2.08,    0.01,71.2908,0.6629,22.5818,0.0,0.04735336715162175,-0.07524028322092124
201602,   -0.07,    0.80,   -0.49,    0.02,70.0691,0.0,22.5517,0.52,-0.017136853563152532,0.02169446191180513
201603,    6.96,    0.86,    1.15,    0.02,71.8319,0.0,25.4205,0.0,0.025158022580566985,0.1272099220901306
201604,    0.92,    0.69,    3.26,    0.01,70.4915,0.6695,21.8637,0.0,-0.0093398615378405,-0.1399185696583466
201605,    1.78,   -0.28,   -1.82,    0.01,71.3009,0.0,23.4335,0.57,0.011482235446826916,0.09786998540960568
201606,   -0.05,    0.65,   -1.46,    0.02,74.4947,0.0,22.4338,0.0,0.04479326347914259,-0.042661147502506935
201607,    3.95,    2.63,   -1.09,    0.02,75.895,0.6695,24.4543,0.0,0.027784526952924216,0.09006499121860756
201608,    0.50,    1.17,    3.37,    0.02,77.4202,0.0,25.0318,0.57,0.02009618551946768,0.04692426280858575
201609,    0.25,    2.04,   -1.47,    0.02,79.5838,0.0,26.6715,0.0,0.02794619492070538,0.06550467804952098
201610,   -2.02,   -4.40,    4.14,    0.02,77.5704,0.6695,26.7871,0.0,-0.01688660254976504,0.004334214423635574
201611,    4.86,    5.46,    8.32,    0.01,73.6919,0.0,26.2099,0.57,-0.049999742169693606,-0.0002687860947993004
201612,    1.81,    0.12,    3.60,    0.03,75.1396,0.0,27.4668,0.0,0.019645307014746427,0.047955161980778094
201701,    1.94,   -1.02,   -2.77,    0.04,78.9025,0.6695,28.7783,0.0,0.05898886871902431,0.047748554618666894
201702,    3.57,   -2.04,   -1.82,    0.04,82.0279,0.0,32.6272,0.57,0.039610912201768045,0.15354972322896066
201703,    0.17,    1.19,   -3.17,    0.03,80.9291,0.0,34.2158,0.0,-0.013395442282442938,0.04868943703413109
201704,    1.09,    0.71,   -1.87,    0.05,79.2647,0.6896,34.2134,0.0,-0.012045111091066207,-7.014303333552352e-05
201705,    1.06,   -2.56,   -3.81,    0.06,79.9545,0.0,36.532,0.63,0.008702486731167802,0.08618260681487366
201706,    0.78,    2.16,    1.35,    0.06,79.1013,0.0,34.4419,0.0,-0.010671069170590797,-0.05721285448374025
201707,    1.87,   -1.38,   -0.26,    0.07,83.0757,0.6896,35.5683,0.0,0.05896236850721803,0.032704351385957287
201708,    0.16,   -1.61,   -2.22,    0.09,84.4021,0.0,39.3791,0.63,0.01596616098329595,0.12485274809310543
201709,    2.51,    4.52,    3.02,    0.09,83.2221,0.0,37.0068,0.0,-0.013980694793139126,-0.06024261600696823
201710,    2.25,   -1.83,   -0.08,    0.09,79.5724,0.6896,40.5893,0.0,-0.03556867707015321,0.09680653285342156
201711,    3.12,   -0.67,   -0.04,    0.08,82.9363,0.0,41.4129,0.63,0.042274708315948706,0.03581239390676849
201712,    1.06,   -1.28,    0.11,    0.09,84.6782,0.0,40.7815,0.0,0.021002866055032543,-0.015246457021845794
201801,    5.58,   -2.92,   -1.55,    0.11,80.1809,0.6896,40.3477,0.0,-0.04496670925929003,-0.010637176170567475
201802,   -3.65,    0.28,   -1.09,    0.11,72.9187,0.0,43.0967,0.63,-0.0905726924990864,0.08374702895084463
201803,   -2.35,    3.88,    0.00,    0.12,73.6245,0.0,40.5949,0.0,0.009679272943702966,-0.05805084844083175
201804,    0.29,    1.13,    0.56,    0.14,67.8224,0.7172,39.9852,0.0,-0.06906532472206928,-0.015019128018544325
201805,    2.65,    5.35,   -3.21,    0.14,68.6006,0.0,45.3888,0.73,0.011474085257967781,0.15339675680001608
201806,    0.48,    1.23,   -2.40,    0.14,73.1852,0.0,44.9613,0.0,0.0668303192683446,-0.009418623096446699
201807,    3.19,   -2.20,    0.47,    0.16,76.5199,0.7172,46.2195,0.0,0.05536501915687886,0.02798406629701522
201808,    3.44,    1.14,   -4.13,    0.16,78.4783,0.0,55.4835,0.73,0.02559334238544486,0.21622908079922976
201809,    0.06,   -2.37,   -1.32,    0.15,78.7432,0.0,55.0228,0.0,0.003375455380659309,-0.008303369470202937
201810,   -7.68,   -4.78,    3.47,    0.19,84.6493,0.7172,53.3459,0.0,0.08411265988682204,-0.030476457032357462
